Top Level Branch,Top Level Sold To,Zone,Top Level Order,Top Level Line,Last Next Status,Shipment Number(s),TL SO Alert,ECD,ECD Notes,Line Creation,Top Level Type,Schedule Pick Date,Promised Delivery Date,Top Level Item,Supply Item Description,SRP1,SC Rep,Line Amount,Region Zone
Branch 4,Customer_9130,South,ORD196650,LINE926337,Shipped,SHP617379,,2024-07-15,on track,2024-06-25,Type 2,2024-06-27,2024-07-16,Product_5449,Description of item,404.23,Rep A,3833.71,Zone D
Branch 1,Customer_4942,West,ORD653211,LINE416773,Processing,SHP578283,URGENT,2022-04-14,on track,2022-04-10,Type 3,2022-04-12,2022-04-15,Product_1332,Description of item,211.93,Rep D,9091.89,Zone C
Branch 2,Customer_1944,East,ORD946550,LINE505850,Delivered,SHP102483,,2025-03-07,on track,2025-02-20,Type 3,2025-02-22,2025-03-09,Product_11021,Description of item,291.48,Rep B,7518.44,Zone B
Branch 3,Customer_7579,East,ORD286701,LINE830465,On Hold,SHP989727,,2024-09-18,holiday backlog,2024-08-23,Type 3,2024-08-25,2024-09-09,Product_9835,Description of item,71.54,Rep B,2679.44,Zone B
Branch 4,Customer_8100,West,ORD631505,LINE508257,On Hold,SHP875929,,2022-01-31,customs backlog,2021-12-27,Type 2,2021-12-29,2022-01-23,Product_6769,Description of item,342.04,Rep B,4938.05,Zone A
Branch 3,Customer_2011,South,ORD522172,LINE783862,Delivered,SHP272546,,2024-06-16,production capacity limits,2024-05-01,Type 1,2024-05-03,2024-05-28,Product_132,Description of item,295.92,Rep D,6852.78,Zone C
Branch 2,Customer_4254,North,ORD915457,LINE996646,On Hold,SHP881804,URGENT,2024-05-17,on track,2024-04-21,Type 3,2024-04-23,2024-05-17,Product_2299,Description of item,488.07,Rep A,4284.9,Zone B
Branch 1,Customer_7594,North,ORD821033,LINE329532,On Hold,SHP141818,URGENT,2022-07-04,on track,2022-06-18,Type 1,2022-06-20,2022-07-04,Product_1261,Description of item,38.42,Rep A,1430.75,Zone C
Branch 1,Customer_9048,North,ORD434870,LINE152462,Shipped,SHP555091,,2021-04-10,on track,2021-04-04,Type 2,2021-04-06,2021-04-11,Product_11776,Description of item,90.11,Rep B,3670.6,Zone B
Branch 2,Customer_7003,North,ORD828496,LINE523591,Processing,SHP865128,,2023-02-24,inventory mismatch,2023-01-28,Type 3,2023-01-30,2023-02-18,Product_7270,Description of item,401.97,Rep C,8328.56,Zone A
Branch 4,Customer_5843,North,ORD206983,LINE286524,Processing,SHP727908,URGENT,2020-06-28,supply chain delay,2020-05-29,Type 3,2020-05-31,2020-06-10,Product_7283,Description of item,249.46,Rep B,781.39,Zone B
Branch 3,Customer_8841,East,ORD713160,LINE665522,Shipped,SHP317874,,2025-01-17,holiday backlog,2024-12-20,Type 2,2024-12-22,2025-01-02,Product_11134,Description of item,149.71,Rep C,3473.92,Zone B
Branch 2,Customer_9384,North,ORD626213,LINE450528,Processing,SHP690907,,2023-05-12,severe weather,2023-04-12,Type 3,2023-04-14,2023-05-08,Product_2599,Description of item,72.54,Rep B,7425.46,Zone D
Branch 1,Customer_1800,West,ORD339633,LINE806230,On Hold,SHP772379,,2024-10-28,on track,2024-10-11,Type 1,2024-10-13,2024-10-29,Product_8257,Description of item,51.17,Rep A,9581.12,Zone C
Branch 2,Customer_2048,West,ORD789169,LINE560535,On Hold,SHP991457,URGENT,2021-09-13,on track,2021-08-20,Type 2,2021-08-22,2021-09-15,Product_11450,Description of item,348.54,Rep A,6923.46,Zone A
Branch 1,Customer_4396,South,ORD241065,LINE891080,Processing,SHP930783,,2024-04-09,on track,2024-03-14,Type 3,2024-03-16,2024-04-09,Product_11597,Description of item,368.39,Rep A,5087.66,Zone A
Branch 1,Customer_6205,North,ORD413384,LINE269077,Processing,SHP944676,URGENT,2023-04-06,QA inspection delays,2023-02-27,Type 1,2023-03-01,2023-03-18,Product_3440,Description of item,294.34,Rep D,606.17,Zone C
Branch 1,Customer_1039,South,ORD249932,LINE109697,Shipped,SHP397005,,2024-07-17,demand surge,2024-06-13,Type 1,2024-06-15,2024-07-05,Product_5337,Description of item,205.56,Rep D,8397.66,Zone C
Branch 2,Customer_4733,North,ORD313530,LINE517667,Processing,SHP158935,,2022-11-06,inflation impact,2022-10-04,Type 2,2022-10-06,2022-10-20,Product_1498,Description of item,271.2,Rep A,4370.27,Zone D
Branch 4,Customer_7669,East,ORD306379,LINE105574,Delivered,SHP894202,,2024-07-31,demand surge,2024-07-18,Type 3,2024-07-20,2024-07-27,Product_9897,Description of item,81.89,Rep C,1748.6,Zone C
Branch 3,Customer_4033,West,ORD156899,LINE291841,Processing,SHP473510,,2020-10-31,factory shutdown,2020-10-04,Type 2,2020-10-06,2020-10-24,Product_10774,Description of item,120.75,Rep B,7365.38,Zone A
Branch 3,Customer_1377,South,ORD908463,LINE325280,On Hold,SHP115648,,2023-03-28,QA inspection delays,2023-03-02,Type 3,2023-03-04,2023-03-18,Product_2689,Description of item,280.14,Rep D,9696.48,Zone A
Branch 1,Customer_8345,North,ORD423902,LINE718358,Processing,SHP587651,,2022-02-27,inflation impact,2022-02-03,Type 1,2022-02-05,2022-02-25,Product_11661,Description of item,231.41,Rep D,9660.79,Zone B
Branch 4,Customer_2029,South,ORD814413,LINE547185,Delivered,SHP792212,URGENT,2021-12-10,on track,2021-11-26,Type 3,2021-11-28,2021-12-10,Product_8507,Description of item,161.11,Rep A,6680.27,Zone A
Branch 2,Customer_1787,West,ORD610002,LINE470041,Shipped,SHP682630,,2021-08-28,on track,2021-08-24,Type 1,2021-08-26,2021-08-30,Product_3535,Description of item,199.83,Rep C,4209.29,Zone B
Branch 2,Customer_8313,North,ORD516766,LINE885072,Delivered,SHP261054,,2022-09-01,raw material shortage,2022-08-02,Type 2,2022-08-04,2022-08-15,Product_11107,Description of item,430.78,Rep A,9807.89,Zone A
Branch 2,Customer_5249,South,ORD443732,LINE810752,Shipped,SHP399319,,2024-06-01,holiday backlog,2024-05-19,Type 1,2024-05-21,2024-05-31,Product_8121,Description of item,82.87,Rep B,5294.53,Zone A
Branch 2,Customer_5794,South,ORD111382,LINE110026,On Hold,SHP483060,URGENT,2022-02-02,customs backlog,2021-12-25,Type 2,2021-12-27,2022-01-20,Product_8651,Description of item,239.05,Rep C,6201.19,Zone C
Branch 2,Customer_7286,East,ORD339315,LINE320290,Processing,SHP526972,,2024-05-11,production capacity limits,2024-04-22,Type 1,2024-04-24,2024-05-02,Product_9535,Description of item,113.25,Rep D,4993.23,Zone D
Branch 3,Customer_4406,East,ORD688877,LINE657711,Delivered,SHP633785,,2023-08-24,inventory mismatch,2023-07-22,Type 3,2023-07-24,2023-08-12,Product_2350,Description of item,449.92,Rep C,5229.09,Zone C
Branch 2,Customer_2834,South,ORD291642,LINE877480,On Hold,SHP472175,URGENT,2022-11-14,supplier price changes,2022-10-27,Type 2,2022-10-29,2022-11-09,Product_2033,Description of item,304.17,Rep B,5859.01,Zone B
Branch 2,Customer_3391,East,ORD793840,LINE301024,On Hold,SHP118420,,2020-12-24,factory shutdown,2020-12-01,Type 1,2020-12-03,2020-12-23,Product_9448,Description of item,70.56,Rep C,9726.43,Zone C
Branch 4,Customer_3454,North,ORD433032,LINE190707,Delivered,SHP106826,,2021-04-23,customs backlog,2021-03-25,Type 2,2021-03-27,2021-04-16,Product_1375,Description of item,316.24,Rep D,609.27,Zone D
Branch 4,Customer_4621,South,ORD919185,LINE416157,Delivered,SHP877466,,2021-10-07,customs backlog,2021-09-01,Type 1,2021-09-03,2021-09-30,Product_6178,Description of item,366.05,Rep C,6891.86,Zone C
Branch 2,Customer_7314,West,ORD535361,LINE657988,Delivered,SHP923224,,2020-07-12,supply chain delay,2020-06-08,Type 2,2020-06-10,2020-07-03,Product_7920,Description of item,143.37,Rep B,7241.67,Zone C
Branch 4,Customer_9700,North,ORD967593,LINE893130,Delivered,SHP536660,,2021-01-08,COVID-19 disruption,2020-12-14,Type 1,2020-12-16,2020-12-20,Product_1545,Description of item,73.89,Rep C,1554.96,Zone C
Branch 4,Customer_4270,East,ORD374885,LINE832608,Shipped,SHP507088,,2022-12-20,supplier price changes,2022-12-04,Type 1,2022-12-06,2022-12-10,Product_4892,Description of item,22.93,Rep B,6375.24,Zone B
Branch 2,Customer_8264,West,ORD622736,LINE798645,Processing,SHP414181,,2023-10-11,QA inspection delays,2023-09-22,Type 2,2023-09-24,2023-10-04,Product_4755,Description of item,22.16,Rep D,9970.72,Zone C
Branch 1,Customer_7004,North,ORD751919,LINE904154,Delivered,SHP123359,URGENT,2022-10-03,raw material shortage,2022-08-31,Type 3,2022-09-02,2022-09-21,Product_2978,Description of item,120.86,Rep B,8152.1,Zone A
Branch 1,Customer_3101,West,ORD725072,LINE422181,Processing,SHP797384,,2020-05-15,COVID-19 disruption,2020-04-18,Type 1,2020-04-20,2020-04-30,Product_10554,Description of item,329.69,Rep A,5233.53,Zone A
Branch 2,Customer_1947,South,ORD680675,LINE120403,Shipped,SHP182321,,2024-01-07,severe weather,2023-12-11,Type 1,2023-12-13,2023-12-19,Product_8453,Description of item,67.84,Rep B,2277.2,Zone D
Branch 1,Customer_3628,South,ORD948136,LINE398486,On Hold,SHP859806,,2023-05-22,on track,2023-05-15,Type 1,2023-05-17,2023-05-22,Product_223,Description of item,495.25,Rep B,6359.1,Zone C
Branch 2,Customer_5362,South,ORD385096,LINE241306,Delivered,SHP101008,,2025-01-09,production capacity limits,2024-12-16,Type 3,2024-12-18,2024-12-29,Product_10133,Description of item,161.6,Rep C,1579.0,Zone C
Branch 3,Customer_2129,West,ORD947909,LINE481269,Delivered,SHP839982,,2020-11-04,on track,2020-10-31,Type 2,2020-11-02,2020-11-06,Product_10078,Description of item,97.89,Rep C,4320.53,Zone B
Branch 2,Customer_7619,North,ORD509782,LINE795612,Shipped,SHP345353,,2025-02-21,on track,2025-01-27,Type 2,2025-01-29,2025-02-21,Product_1074,Description of item,34.63,Rep D,953.41,Zone D
Branch 1,Customer_6116,South,ORD690419,LINE200134,Delivered,SHP905854,URGENT,2025-03-15,on track,2025-02-25,Type 3,2025-02-27,2025-03-16,Product_11330,Description of item,498.74,Rep A,4060.51,Zone A
Branch 4,Customer_2270,East,ORD728134,LINE888378,Shipped,SHP410876,,2021-04-04,shipping container shortage,2021-03-07,Type 1,2021-03-09,2021-03-29,Product_6907,Description of item,222.63,Rep D,8309.92,Zone D
Branch 2,Customer_9626,West,ORD431868,LINE342124,On Hold,SHP139520,,2022-01-19,on track,2021-12-30,Type 2,2022-01-01,2022-01-21,Product_1065,Description of item,202.06,Rep A,695.71,Zone C
Branch 3,Customer_8607,South,ORD592190,LINE589029,Delivered,SHP181933,,2022-06-02,on track,2022-05-20,Type 2,2022-05-22,2022-06-04,Product_1541,Description of item,115.59,Rep D,4333.07,Zone A
Branch 1,Customer_5309,West,ORD425483,LINE742144,Shipped,SHP742757,,2020-06-05,COVID-19 disruption,2020-05-16,Type 2,2020-05-18,2020-05-26,Product_6901,Description of item,256.63,Rep A,7469.99,Zone C
Branch 1,Customer_3844,East,ORD613771,LINE327966,Shipped,SHP450170,URGENT,2021-06-14,shipping container shortage,2021-05-31,Type 2,2021-06-02,2021-06-07,Product_8913,Description of item,144.76,Rep C,616.41,Zone A
Branch 2,Customer_2928,South,ORD727735,LINE435509,Shipped,SHP370933,URGENT,2021-12-16,on track,2021-11-19,Type 2,2021-11-21,2021-12-17,Product_1647,Description of item,165.83,Rep C,3825.07,Zone B
Branch 2,Customer_4680,West,ORD136860,LINE331084,On Hold,SHP184531,,2023-12-11,on track,2023-11-18,Type 2,2023-11-20,2023-12-13,Product_8887,Description of item,404.19,Rep D,7840.43,Zone A
Branch 2,Customer_9104,West,ORD684387,LINE888914,Processing,SHP888372,,2023-10-06,on track,2023-09-09,Type 2,2023-09-11,2023-10-08,Product_9343,Description of item,432.59,Rep D,9693.01,Zone A
Branch 4,Customer_5628,North,ORD148790,LINE604711,On Hold,SHP169112,,2023-02-24,inventory mismatch,2023-02-11,Type 2,2023-02-13,2023-02-22,Product_7181,Description of item,111.19,Rep D,6132.9,Zone D
Branch 2,Customer_7425,North,ORD832769,LINE263409,Processing,SHP317692,,2022-08-22,raw material shortage,2022-07-15,Type 2,2022-07-17,2022-08-11,Product_1299,Description of item,468.39,Rep B,693.27,Zone B
Branch 3,Customer_7445,North,ORD822045,LINE712129,Delivered,SHP706151,,2024-03-22,on track,2024-02-23,Type 1,2024-02-25,2024-03-22,Product_5067,Description of item,29.67,Rep A,1040.05,Zone C
Branch 3,Customer_4312,East,ORD359338,LINE117441,Delivered,SHP356780,,2021-12-02,on track,2021-11-10,Type 1,2021-11-12,2021-12-02,Product_1394,Description of item,23.56,Rep A,6713.33,Zone C
Branch 2,Customer_2845,West,ORD520328,LINE634261,Shipped,SHP797742,,2023-06-13,QA inspection delays,2023-05-04,Type 1,2023-05-06,2023-05-30,Product_347,Description of item,401.24,Rep C,4915.34,Zone A
Branch 4,Customer_4366,South,ORD200492,LINE919945,Shipped,SHP779099,,2023-04-16,on track,2023-03-21,Type 3,2023-03-23,2023-04-17,Product_10930,Description of item,179.74,Rep B,4541.33,Zone C
Branch 3,Customer_5359,North,ORD252373,LINE610700,Processing,SHP999718,URGENT,2022-09-21,on track,2022-09-14,Type 2,2022-09-16,2022-09-23,Product_1993,Description of item,450.16,Rep C,1492.29,Zone A
Branch 4,Customer_1753,East,ORD993592,LINE783171,On Hold,SHP525098,,2024-05-15,holiday backlog,2024-04-26,Type 2,2024-04-28,2024-05-14,Product_3837,Description of item,59.02,Rep C,3137.45,Zone B
Branch 4,Customer_4008,North,ORD850522,LINE374029,Processing,SHP745241,,2023-07-05,inventory mismatch,2023-06-10,Type 3,2023-06-12,2023-06-21,Product_2554,Description of item,491.28,Rep C,2621.9,Zone C
Branch 3,Customer_6469,West,ORD733215,LINE705173,Processing,SHP717391,URGENT,2022-07-10,on track,2022-06-30,Type 2,2022-07-02,2022-07-10,Product_154,Description of item,169.12,Rep B,4357.44,Zone A
Branch 4,Customer_6616,North,ORD943146,LINE313873,On Hold,SHP220946,,2024-03-08,demand surge,2024-02-18,Type 1,2024-02-20,2024-02-23,Product_5549,Description of item,356.55,Rep D,7010.31,Zone B
Branch 2,Customer_1698,West,ORD262835,LINE626390,Shipped,SHP933138,URGENT,2022-08-08,on track,2022-07-26,Type 2,2022-07-28,2022-08-08,Product_8987,Description of item,197.3,Rep B,3089.21,Zone D
Branch 4,Customer_6978,North,ORD371191,LINE183603,Processing,SHP842902,,2023-10-26,on track,2023-09-28,Type 3,2023-09-30,2023-10-27,Product_9245,Description of item,268.54,Rep D,7851.5,Zone D
Branch 3,Customer_6860,East,ORD718931,LINE312282,On Hold,SHP455811,,2020-10-06,factory shutdown,2020-09-03,Type 3,2020-09-05,2020-09-20,Product_10570,Description of item,159.83,Rep B,7785.76,Zone C
Branch 2,Customer_5281,East,ORD491744,LINE886144,Processing,SHP447963,,2020-08-08,on track,2020-07-31,Type 1,2020-08-02,2020-08-09,Product_7156,Description of item,187.0,Rep A,6278.01,Zone B
Branch 2,Customer_3720,South,ORD268269,LINE821080,Shipped,SHP751566,,2024-05-31,demand surge,2024-04-20,Type 3,2024-04-22,2024-05-15,Product_5995,Description of item,407.6,Rep B,2935.35,Zone D
Branch 1,Customer_1414,West,ORD362306,LINE456358,Delivered,SHP986003,,2024-04-21,production capacity limits,2024-03-24,Type 1,2024-03-26,2024-04-06,Product_9398,Description of item,135.21,Rep B,1984.65,Zone D
Branch 4,Customer_2249,West,ORD115526,LINE782944,Delivered,SHP802984,URGENT,2024-01-19,holiday backlog,2024-01-02,Type 1,2024-01-04,2024-01-14,Product_9740,Description of item,49.86,Rep A,2070.46,Zone D
Branch 4,Customer_5037,West,ORD387036,LINE120202,Delivered,SHP352494,URGENT,2023-04-16,QA inspection delays,2023-03-19,Type 2,2023-03-21,2023-04-02,Product_4268,Description of item,468.04,Rep A,963.35,Zone B
Branch 1,Customer_5331,West,ORD249596,LINE159945,Shipped,SHP971946,URGENT,2023-02-22,severe weather,2023-01-25,Type 1,2023-01-27,2023-02-17,Product_9668,Description of item,234.94,Rep B,583.4,Zone B
Branch 4,Customer_5241,North,ORD499771,LINE320443,Delivered,SHP453744,,2022-09-10,on track,2022-08-16,Type 3,2022-08-18,2022-09-10,Product_10073,Description of item,178.82,Rep B,1024.32,Zone A
Branch 3,Customer_1778,West,ORD342414,LINE910453,Shipped,SHP847807,,2021-09-04,on track,2021-08-23,Type 1,2021-08-25,2021-09-05,Product_5191,Description of item,40.82,Rep C,2707.19,Zone D
Branch 4,Customer_5025,North,ORD622604,LINE279776,On Hold,SHP969867,URGENT,2023-01-25,inflation impact,2022-12-29,Type 1,2022-12-31,2023-01-13,Product_1135,Description of item,187.55,Rep A,6888.74,Zone A
Branch 4,Customer_7204,East,ORD374431,LINE749996,Shipped,SHP681757,URGENT,2022-06-30,inflation impact,2022-06-04,Type 2,2022-06-06,2022-06-28,Product_6405,Description of item,200.47,Rep C,7081.95,Zone B
Branch 1,Customer_2379,North,ORD939916,LINE648731,Shipped,SHP302058,,2022-07-23,supplier price changes,2022-06-26,Type 2,2022-06-28,2022-07-21,Product_10706,Description of item,489.18,Rep A,7447.97,Zone D
Branch 2,Customer_3803,East,ORD360513,LINE227534,Shipped,SHP692051,,2020-08-20,COVID-19 disruption,2020-07-30,Type 2,2020-08-01,2020-08-19,Product_6754,Description of item,459.11,Rep C,3463.81,Zone A
Branch 1,Customer_5388,West,ORD702032,LINE441169,Processing,SHP230740,,2024-06-24,production capacity limits,2024-05-22,Type 3,2024-05-24,2024-06-14,Product_8371,Description of item,457.08,Rep A,896.07,Zone C
Branch 3,Customer_2139,North,ORD903368,LINE201647,Processing,SHP898985,,2022-08-19,supplier price changes,2022-07-21,Type 1,2022-07-23,2022-08-18,Product_3475,Description of item,73.58,Rep A,7732.18,Zone A
Branch 1,Customer_5626,East,ORD900514,LINE796953,Delivered,SHP118579,,2025-01-28,on track,2025-01-23,Type 3,2025-01-25,2025-01-30,Product_10698,Description of item,333.4,Rep C,6365.41,Zone A
Branch 1,Customer_3823,West,ORD735716,LINE163821,Processing,SHP221452,,2024-04-17,holiday backlog,2024-03-18,Type 3,2024-03-20,2024-03-29,Product_9460,Description of item,387.77,Rep C,3265.48,Zone C
Branch 2,Customer_5798,South,ORD945718,LINE558513,Processing,SHP294378,URGENT,2023-11-24,severe weather,2023-10-21,Type 3,2023-10-23,2023-11-17,Product_7120,Description of item,258.99,Rep D,8807.08,Zone B
Branch 4,Customer_6918,North,ORD163983,LINE587430,On Hold,SHP955025,,2024-05-06,production capacity limits,2024-04-13,Type 3,2024-04-15,2024-04-22,Product_4322,Description of item,64.02,Rep A,1703.91,Zone C
Branch 4,Customer_1838,North,ORD938217,LINE783396,Shipped,SHP664583,URGENT,2022-01-19,labor shortage,2021-12-02,Type 1,2021-12-04,2021-12-31,Product_11646,Description of item,357.94,Rep C,6426.22,Zone C
Branch 3,Customer_3486,East,ORD773511,LINE734455,Processing,SHP281259,,2022-12-03,raw material shortage,2022-10-16,Type 1,2022-10-18,2022-11-14,Product_863,Description of item,39.12,Rep A,575.04,Zone A
Branch 4,Customer_5810,West,ORD329269,LINE825617,Delivered,SHP878887,,2021-06-04,on track,2021-05-28,Type 1,2021-05-30,2021-06-06,Product_6528,Description of item,189.87,Rep D,8487.87,Zone C
Branch 4,Customer_7842,North,ORD407276,LINE217756,Delivered,SHP542055,,2022-03-17,on track,2022-02-21,Type 2,2022-02-23,2022-03-17,Product_7830,Description of item,137.5,Rep A,6041.27,Zone B
Branch 3,Customer_5793,South,ORD960164,LINE949787,On Hold,SHP112779,,2020-05-06,on track,2020-04-19,Type 2,2020-04-21,2020-05-06,Product_11269,Description of item,244.33,Rep B,4507.89,Zone D
Branch 4,Customer_9650,West,ORD329843,LINE641365,Delivered,SHP993264,,2022-01-12,on track,2022-01-06,Type 3,2022-01-08,2022-01-13,Product_4532,Description of item,479.15,Rep B,9746.25,Zone B
Branch 2,Customer_9176,North,ORD803291,LINE639368,Delivered,SHP386482,URGENT,2021-09-27,on track,2021-09-12,Type 2,2021-09-14,2021-09-28,Product_10465,Description of item,130.44,Rep B,9612.84,Zone D
Branch 1,Customer_3589,North,ORD158670,LINE320518,Delivered,SHP954558,,2022-05-15,inflation impact,2022-05-02,Type 3,2022-05-04,2022-05-13,Product_10403,Description of item,481.15,Rep C,6594.08,Zone C
Branch 3,Customer_4186,West,ORD362107,LINE975199,Delivered,SHP621942,,2021-05-19,labor shortage,2021-05-02,Type 3,2021-05-04,2021-05-16,Product_4981,Description of item,386.58,Rep D,4168.75,Zone B
Branch 3,Customer_2503,East,ORD310339,LINE691594,Processing,SHP573099,,2022-05-18,on track,2022-05-03,Type 2,2022-05-05,2022-05-19,Product_3569,Description of item,198.36,Rep D,3665.52,Zone A
Branch 4,Customer_2201,North,ORD116536,LINE364066,Shipped,SHP670115,,2020-07-08,on track,2020-06-15,Type 3,2020-06-17,2020-07-09,Product_11162,Description of item,466.45,Rep A,5155.18,Zone A
Branch 3,Customer_5652,North,ORD842692,LINE614232,On Hold,SHP292397,URGENT,2024-08-03,holiday backlog,2024-07-17,Type 3,2024-07-19,2024-07-23,Product_7415,Description of item,69.06,Rep B,1294.43,Zone C
Branch 3,Customer_8118,North,ORD241463,LINE240507,On Hold,SHP779405,,2021-09-21,customs backlog,2021-09-11,Type 1,2021-09-13,2021-09-19,Product_8173,Description of item,417.86,Rep D,2295.38,Zone C
Branch 2,Customer_4215,East,ORD529697,LINE166408,On Hold,SHP949084,,2023-06-27,severe weather,2023-06-10,Type 1,2023-06-12,2023-06-16,Product_8817,Description of item,233.17,Rep B,1186.43,Zone B
